anon_polygon_id,year,start,end,days,z_min,z_mean,ndvi_mean,clim_mean,drop_vs_norm,severity,crop_type,precip_30d,precip_30d_norm,temp_anom,cause,precip_ratio,comment
AOI-0054,2019,2019-09-15,2019-09-30,16,-3.8865549715513845,-2.599663190268637,0.46706552268024715,0.6811278637220524,-0.21406234104180522,Критическая аномалия,озимая пшеница,32.336429950264865,41.639625002402326,-0.2182681305453421,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",0.78,"Критическая аномалия: NDVI 0.47 против нормы 0.68 (z=-3.9) в течение 16 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0005,2010,2010-04-10,2010-08-17,130,-3.650176718558708,-2.3897960049986273,0.3382485269690229,0.5789977161273481,-0.24074918915832516,Критическая аномалия,озимая пшеница,52.528975937217204,57.810213346210254,1.196824722759665,устойчивое угнетение без явного погодного сигнала,0.91,Критическая аномалия: NDVI 0.34 против нормы 0.58 (z=-3.7) в течение 130 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2010,2010-04-12,2010-06-03,53,-3.576316253818576,-1.9631054282912328,0.5197991594423447,0.6643318290349846,-0.14453266959263988,Критическая аномалия,озимая пшеница,82.48865600543338,74.1435234461274,0.09696361038737882,устойчивое угнетение без явного погодного сигнала,1.11,Критическая аномалия: NDVI 0.52 против нормы 0.66 (z=-3.6) в течение 53 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0055,2010,2010-04-06,2010-04-30,25,-3.4226145500966014,-2.4722263103479682,0.33181669496840593,0.46312165778473896,-0.13130496281633303,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.33 против нормы 0.46 (z=-3.4) в течение 25 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0009,2024,2024-04-01,2024-06-05,66,-3.287068502145003,-2.1523429607224713,0.27703372867707093,0.6232534862809805,-0.3462197576039096,Критическая аномалия,озимая пшеница,20.439950830664767,61.775081955343644,1.7821544725318097,дефицит осадков,0.33,Критическая аномалия: NDVI 0.28 против нормы 0.62 (z=-3.3) в течение 66 дн.; дефицит осадков
AOI-0004,2015,2015-04-01,2015-04-16,16,-3.2759834933574883,-1.964426309476385,0.1853484040379545,0.3558355205451938,-0.1704871165072393,Критическая аномалия,озимая пшеница,72.30124460820954,46.97964933482503,-1.865594946793045,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.54,"Критическая аномалия: NDVI 0.19 против нормы 0.36 (z=-3.3) в течение 16 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0056,2011,2011-04-02,2011-05-27,56,-3.2692662426042314,-2.409072663369543,0.3139666893099873,0.6374846009234476,-0.32351791161346033,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.31 против нормы 0.64 (z=-3.3) в течение 56 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0020,2023,2023-05-13,2023-06-15,34,-3.241532969356535,-2.023328342210834,0.3563719724712829,0.6510897486164747,-0.29471777614519185,Критическая аномалия,подсолнечник,93.55605021628567,71.43334371419411,-1.591701605719733,устойчивое угнетение без явного погодного сигнала,1.31,Критическая аномалия: NDVI 0.36 против нормы 0.65 (z=-3.2) в течение 34 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0055,2012,2012-04-04,2012-04-27,24,-3.1811166438235974,-2.1439002299309657,0.34208527818738743,0.4667055395254011,-0.12462026133801368,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.34 против нормы 0.47 (z=-3.2) в течение 24 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0064,2021,2021-04-01,2021-06-13,74,-3.156323830752055,-1.7405421321676506,0.3287224173461439,0.6173446502494365,-0.28862223290329264,Критическая аномалия,озимая пшеница,121.36484780683027,76.12273160955486,-0.559232816334636,устойчивое угнетение без явного погодного сигнала,1.59,Критическая аномалия: NDVI 0.33 против нормы 0.62 (z=-3.2) в течение 74 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2010,2010-04-09,2010-06-08,61,-3.1110280992233306,-2.067778620311088,0.3122725352261689,0.6597073875319163,-0.3474348523057474,Критическая аномалия,озимая пшеница,86.74997689557489,66.26139375671394,-0.1345998068722372,устойчивое угнетение без явного погодного сигнала,1.31,Критическая аномалия: NDVI 0.31 против нормы 0.66 (z=-3.1) в течение 61 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0003,2022,2022-05-14,2022-06-22,40,-3.105750277575763,-2.1236880306958583,0.29884090115910633,0.6556771849846774,-0.3568362838255711,Критическая аномалия,озимая пшеница,31.535729895513146,73.24130271234947,-0.5707525740591864,дефицит осадков,0.43,Критическая аномалия: NDVI 0.30 против нормы 0.66 (z=-3.1) в течение 40 дн.; дефицит осадков
AOI-0030,2021,2021-08-13,2021-08-26,14,-3.0744977245911693,-2.215043596731971,0.39080135541225014,0.6365251691335606,-0.24572381372131047,Критическая аномалия,озимая пшеница,47.14916950140514,27.0195422618397,-0.6973041565074597,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.75,"Критическая аномалия: NDVI 0.39 против нормы 0.64 (z=-3.1) в течение 14 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0030,2019,2019-09-13,2019-09-25,13,-3.006516015548803,-2.1547639282889084,0.44600892267157516,0.6001729152999714,-0.15416399262839625,Критическая аномалия,озимая пшеница,30.820377023780964,39.3312089046068,-0.24683410433258038,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",0.78,"Критическая аномалия: NDVI 0.45 против нормы 0.60 (z=-3.0) в течение 13 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0041,2021,2021-04-07,2021-05-01,25,-2.9941575170218244,-2.393237875228857,0.34439307108556044,0.5102644773358855,-0.1658714062503251,Критическая аномалия,зерновые,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.34 против нормы 0.51 (z=-3.0) в течение 25 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0058,2025,2025-05-05,2025-06-17,44,-2.9683434319458715,-2.282031582316232,0.3686221969167779,0.7010119523156476,-0.3323897553988697,Критическая аномалия,озимая пшеница,57.71025834639169,79.05663028614407,-0.2107024956888684,устойчивое угнетение без явного погодного сигнала,0.73,Критическая аномалия: NDVI 0.37 против нормы 0.70 (z=-3.0) в течение 44 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0051,2016,2016-10-15,2016-10-24,10,-2.9629511591600957,-2.2978901604016726,0.11189603799104997,0.3378789306056742,-0.22598289261462423,Критическая аномалия,озимая пшеница,,,,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",,"Критическая аномалия: NDVI 0.11 против нормы 0.34 (z=-3.0) в течение 10 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0054,2018,2018-06-09,2018-07-20,42,-2.9406257760761916,-1.5733358131200752,0.7045569845620349,0.7956682786979032,-0.09111129413586838,Критическая аномалия,озимая пшеница,31.830902930097203,57.79245126880152,1.3837304866146656,дефицит осадков,0.55,Критическая аномалия: NDVI 0.70 против нормы 0.80 (z=-2.9) в течение 42 дн.; дефицит осадков
AOI-0078,2017,2017-04-30,2017-06-19,51,-2.912055426989877,-1.7454166981994994,0.34222794713272553,0.6352804848035016,-0.2930525376707761,Критическая аномалия,озимая пшеница,89.8845657233709,70.0598044208009,-2.6015405481219074,устойчивое угнетение без явного погодного сигнала,1.28,Критическая аномалия: NDVI 0.34 против нормы 0.64 (z=-2.9) в течение 51 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0023,2023,2023-05-10,2023-06-10,32,-2.9039398594276813,-1.8932485930037284,0.3148301818469565,0.6719143568690886,-0.35708417502213213,Критическая аномалия,подсолнечник,110.14285437840287,74.6281295135216,-1.6343823211615123,устойчивое угнетение без явного погодного сигнала,1.48,Критическая аномалия: NDVI 0.31 против нормы 0.67 (z=-2.9) в течение 32 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0005,2012,2012-07-09,2012-10-11,95,-2.902052372575789,-1.9621983828780822,0.2147545900889001,0.39415342920887186,-0.17939883911997176,Критическая аномалия,озимая пшеница,32.05839270522167,37.052734318746346,0.4765925775867738,устойчивое угнетение без явного погодного сигнала,0.87,Критическая аномалия: NDVI 0.21 против нормы 0.39 (z=-2.9) в течение 95 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0007,2018,2018-04-01,2018-06-21,82,-2.898690874564491,-1.6084262694870572,0.23410895976309115,0.5341797439781745,-0.3000707842150833,Критическая аномалия,озимая пшеница,21.321256556193546,63.233452339685265,1.1207472924719486,дефицит осадков,0.34,Критическая аномалия: NDVI 0.23 против нормы 0.53 (z=-2.9) в течение 82 дн.; дефицит осадков
AOI-0054,2021,2021-04-01,2021-05-02,32,-2.8744646801151283,-1.8346660830932175,0.4353890377929276,0.5886149449957014,-0.15322590720277385,Критическая аномалия,озимая пшеница,106.59891451097658,59.92713268216764,-1.315508598471141,устойчивое угнетение без явного погодного сигнала,1.78,Критическая аномалия: NDVI 0.44 против нормы 0.59 (z=-2.9) в течение 32 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0005,2013,2013-05-29,2013-08-05,69,-2.8604125430134006,-2.2445936186880604,0.36124841462087753,0.5796858448625843,-0.2184374302417068,Критическая аномалия,озимая пшеница,48.04646114359345,53.532388627185426,-0.06425818958957148,устойчивое угнетение без явного погодного сигнала,0.9,Критическая аномалия: NDVI 0.36 против нормы 0.58 (z=-2.9) в течение 69 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0018,2019,2019-05-01,2019-06-29,60,-2.821929846161507,-2.207046137631125,0.31868284754383075,0.6644956670324758,-0.345812819488645,Критическая аномалия,озимая пшеница,34.63632634774925,69.1867909010463,1.991736153330598,дефицит осадков,0.5,Критическая аномалия: NDVI 0.32 против нормы 0.66 (z=-2.8) в течение 60 дн.; дефицит осадков
AOI-0014,2022,2022-04-26,2022-06-07,43,-2.810480274495216,-1.744127719386772,0.30315964835987447,0.6522147750296731,-0.3490551266697986,Критическая аномалия,озимая пшеница,50.72310086390455,73.86853147237214,-1.0789978396565012,устойчивое угнетение без явного погодного сигнала,0.69,Критическая аномалия: NDVI 0.30 против нормы 0.65 (z=-2.8) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0053,2025,2025-06-02,2025-09-13,104,-2.804986218897201,-1.983732916482618,0.20855467326568192,0.44365233653587044,-0.23509766327018852,Критическая аномалия,озимая пшеница,35.17265508093154,47.27827921955728,0.042818331025765696,устойчивое угнетение без явного погодного сигнала,0.74,Критическая аномалия: NDVI 0.21 против нормы 0.44 (z=-2.8) в течение 104 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0023,2010,2010-05-14,2010-06-15,33,-2.7986907920789585,-1.8543095634136355,0.34232289839014196,0.6777339664073658,-0.33541106801722387,Критическая аномалия,подсолнечник,96.59715406816544,73.30230692725559,0.64197062888485,устойчивое угнетение без явного погодного сигнала,1.32,Критическая аномалия: NDVI 0.34 против нормы 0.68 (z=-2.8) в течение 33 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0015,2023,2023-04-27,2023-06-12,47,-2.7982871877030155,-1.843453108568442,0.29431292323072417,0.6115421344475892,-0.31722921121686504,Критическая аномалия,озимая пшеница,109.93838176369465,75.46443319631804,-1.6271752135363613,устойчивое угнетение без явного погодного сигнала,1.46,Критическая аномалия: NDVI 0.29 против нормы 0.61 (z=-2.8) в течение 47 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0004,2021,2021-08-08,2021-08-18,11,-2.7927169023704126,-1.981324092691988,0.28943346765605305,0.4700912042797563,-0.18065773662370327,Критическая аномалия,озимая пшеница,56.57149105807539,29.344314045774784,-0.19716516936468667,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.93,"Критическая аномалия: NDVI 0.29 против нормы 0.47 (z=-2.8) в течение 11 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0054,2025,2025-07-18,2025-08-06,20,-2.782781611154388,-1.88186165826538,0.6495638150210723,0.7599135055151733,-0.11034969049410104,Критическая аномалия,озимая пшеница,13.237843377967627,37.18966150896428,1.2399855189365547,дефицит осадков,0.36,Критическая аномалия: NDVI 0.65 против нормы 0.76 (z=-2.8) в течение 20 дн.; дефицит осадков
AOI-0022,2024,2024-04-28,2024-07-01,65,-2.778676233676208,-1.9751203793329934,0.23900710914854972,0.6257148114539887,-0.38670770230543894,Критическая аномалия,подсолнечник,20.788589950085655,68.98374075942782,1.0702071367185222,дефицит осадков,0.3,Критическая аномалия: NDVI 0.24 против нормы 0.63 (z=-2.8) в течение 65 дн.; дефицит осадков
AOI-0066,2025,2025-04-09,2025-06-11,64,-2.7774909879131773,-1.7395314216072693,0.331521143466864,0.675867698924361,-0.34434655545749704,Критическая аномалия,озимая пшеница,88.42072774138026,78.9017093352757,-0.8807144355033691,устойчивое угнетение без явного погодного сигнала,1.12,Критическая аномалия: NDVI 0.33 против нормы 0.68 (z=-2.8) в течение 64 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0039,2015,2015-04-07,2015-04-24,18,-2.7661103904803905,-1.9831038449879426,0.38268606641482383,0.5567467995885043,-0.17406073317368043,Критическая аномалия,зерновые,,,,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",,"Критическая аномалия: NDVI 0.38 против нормы 0.56 (z=-2.8) в течение 18 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0030,2020,2020-04-22,2020-06-03,43,-2.756755772798028,-1.5882337618348625,0.6225017150616691,0.7275259363958757,-0.10502422133420664,Критическая аномалия,озимая пшеница,86.49301613955429,78.22235610120484,-1.5337384476715488,устойчивое угнетение без явного погодного сигнала,1.11,Критическая аномалия: NDVI 0.62 против нормы 0.73 (z=-2.8) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0010,2015,2015-04-06,2015-07-12,98,-2.747344182133729,-1.7190811142076596,0.27084003816106067,0.49691138875644203,-0.22607135059538136,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.27 против нормы 0.50 (z=-2.7) в течение 98 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0012,2015,2015-04-06,2015-05-25,50,-2.7399157838695087,-1.8207646907509782,0.30215807407249395,0.5612230603641657,-0.25906498629167174,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.30 против нормы 0.56 (z=-2.7) в течение 50 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0074,2019,2019-04-03,2019-04-13,11,-2.72961797102137,-2.0149664578467106,0.002499187864563725,0.22629164118435174,-0.22379245331978803,Критическая аномалия,озимая пшеница,70.94831947669242,47.481984416346705,-0.5111755933182051,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.49,"Критическая аномалия: NDVI 0.00 против нормы 0.23 (z=-2.7) в течение 11 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0013,2010,2010-07-29,2010-10-25,89,-2.7044490180348775,-2.221522074209393,0.25203766244559606,0.46128878628849,-0.20925112384289396,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.25 против нормы 0.46 (z=-2.7) в течение 89 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0009,2011,2011-04-01,2011-06-05,66,-2.7015229623559134,-1.8887719819517927,0.26864532115292356,0.6030056059128994,-0.33436028475997587,Критическая аномалия,озимая пшеница,75.44776052750534,61.354685285469955,-1.760768076048914,устойчивое угнетение без явного погодного сигнала,1.23,Критическая аномалия: NDVI 0.27 против нормы 0.60 (z=-2.7) в течение 66 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0002,2020,2020-04-22,2020-06-01,41,-2.6916020196817603,-1.763641613179862,0.41483394114538386,0.682066122312622,-0.2672321811672381,Критическая аномалия,озимая пшеница,89.4327838724721,77.28631487927107,-1.5450638888658765,устойчивое угнетение без явного погодного сигнала,1.16,Критическая аномалия: NDVI 0.41 против нормы 0.68 (z=-2.7) в течение 41 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2021,2021-05-26,2021-06-13,19,-2.6732921116732764,-1.8959295518049644,0.6971795492780241,0.7968039509409014,-0.09962440166287734,Критическая аномалия,озимая пшеница,132.3821465834537,77.14413730067942,-0.7238534668861549,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.72,"Критическая аномалия: NDVI 0.70 против нормы 0.80 (z=-2.7) в течение 19 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0011,2024,2024-04-01,2024-06-02,63,-2.670344824578793,-1.8680115773500303,0.32596267977177334,0.6441424276073885,-0.31817974783561515,Критическая аномалия,озимая пшеница,20.789498034800094,63.23589275147866,1.7886918747978184,дефицит осадков,0.33,Критическая аномалия: NDVI 0.33 против нормы 0.64 (z=-2.7) в течение 63 дн.; дефицит осадков
AOI-0030,2015,2015-08-30,2015-09-11,13,-2.656200583117219,-1.8834836613413606,0.468551309257324,0.6215028171077359,-0.1529515078504119,Критическая аномалия,озимая пшеница,9.118573121233506,31.667631209650363,0.9962406127186271,дефицит осадков,0.29,Критическая аномалия: NDVI 0.47 против нормы 0.62 (z=-2.7) в течение 13 дн.; дефицит осадков
AOI-0004,2011,2011-09-19,2011-10-15,27,-2.648567343324618,-1.902715083006207,0.2572711242347705,0.3659524213460164,-0.10868129711124591,Критическая аномалия,озимая пшеница,69.74744882779818,45.881316847403546,-0.7374581777722808,устойчивое угнетение без явного погодного сигнала,1.52,Критическая аномалия: NDVI 0.26 против нормы 0.37 (z=-2.6) в течение 27 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0017,2025,2025-06-15,2025-10-17,125,-2.6449553158737236,-2.0633687415670794,0.23520002228828593,0.49226785860581324,-0.2570678363175273,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.24 против нормы 0.49 (z=-2.6) в течение 125 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0036,2021,2021-04-01,2021-05-08,38,-2.6273460537782225,-2.047955036479535,0.25579998180473124,0.4289049845284154,-0.17310500272368418,Критическая аномалия,пастбища/зерновые,79.5440387567179,46.28639369162074,-0.11608240131501822,устойчивое угнетение без явного погодного сигнала,1.72,Критическая аномалия: NDVI 0.26 против нормы 0.43 (z=-2.6) в течение 38 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0075,2021,2021-06-28,2021-08-30,64,-2.5980533864164608,-1.9574034737125903,0.23314935934179856,0.5662266254118502,-0.3330772660700516,Критическая аномалия,озимая пшеница,60.00328117031173,55.774295562810565,1.2326182617919033,устойчивое угнетение без явного погодного сигнала,1.08,Критическая аномалия: NDVI 0.23 против нормы 0.57 (z=-2.6) в течение 64 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0028,2019,2019-04-25,2019-06-25,62,-2.595995764375488,-1.6080180652475005,0.22673050359453925,0.6060374018633952,-0.3793068982688559,Критическая аномалия,озимая пшеница,43.36703584495493,73.50696414636137,1.8557955259450198,дефицит осадков,0.59,Критическая аномалия: NDVI 0.23 против нормы 0.61 (z=-2.6) в течение 62 дн.; дефицит осадков
AOI-0037,2020,2020-04-18,2020-05-26,39,-2.557359440316248,-1.7463211176099678,0.3972128370887397,0.5226716337557074,-0.12545879666696763,Критическая аномалия,зерновые,81.49414059203625,52.34016806962087,-1.830569351904691,устойчивое угнетение без явного погодного сигнала,1.56,Критическая аномалия: NDVI 0.40 против нормы 0.52 (z=-2.6) в течение 39 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0010,2021,2021-04-02,2021-06-21,81,-2.5411522547480057,-2.003050366350079,0.32178203515888765,0.5824535593842263,-0.2606715242253386,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.32 против нормы 0.58 (z=-2.5) в течение 81 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2025,2025-06-01,2025-06-30,30,-2.5362452421387247,-1.7791281425956893,0.33480472477620876,0.5867049907240433,-0.2519002659478345,Критическая аномалия,озимая пшеница,56.79253300010649,62.155425153224435,-1.1398350626770595,устойчивое угнетение без явного погодного сигнала,0.91,Критическая аномалия: NDVI 0.33 против нормы 0.59 (z=-2.5) в течение 30 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0036,2010,2010-04-11,2010-05-26,46,-2.5091072123998552,-1.6767358902781624,0.3137262688445298,0.4660057163083477,-0.15227944746381789,Критическая аномалия,пастбища/зерновые,68.88304778373436,53.91500855467233,-0.3479073207672475,устойчивое угнетение без явного погодного сигнала,1.28,Критическая аномалия: NDVI 0.31 против нормы 0.47 (z=-2.5) в течение 46 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0068,2020,2020-07-06,2020-07-25,20,-2.486591935400307,-1.682434630256136,0.1142880694349914,0.21566741620364835,-0.10137934676865695,Критическая аномалия,зерновые,15.4156532488793,40.99841262969248,0.8597293984077222,дефицит осадков,0.38,Критическая аномалия: NDVI 0.11 против нормы 0.22 (z=-2.5) в течение 20 дн.; дефицит осадков
AOI-0066,2021,2021-04-24,2021-06-05,43,-2.4834793435855236,-1.7162258926342364,0.34048714515071254,0.6998027445720999,-0.35931559942138735,Критическая аномалия,озимая пшеница,130.7873951963394,85.46859577421374,-0.4597622089488134,устойчивое угнетение без явного погодного сигнала,1.53,Критическая аномалия: NDVI 0.34 против нормы 0.70 (z=-2.5) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2018,2018-07-05,2018-07-27,23,-2.45649468289799,-1.764620272023513,0.6197340315425691,0.716633124104241,-0.09689909256167184,Критическая аномалия,озимая пшеница,44.88953874104471,44.99699942877179,1.058134418334758,устойчивое угнетение без явного погодного сигнала,1.0,Критическая аномалия: NDVI 0.62 против нормы 0.72 (z=-2.5) в течение 23 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0055,2017,2017-09-24,2017-10-19,26,-2.4499702505113445,-1.7049727604362108,0.30546376916590756,0.4175511253190101,-0.11208735615310256,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.31 против нормы 0.42 (z=-2.4) в течение 26 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0001,2021,2021-05-13,2021-06-14,33,-2.447911556283387,-1.6920038813421092,0.4247006009583706,0.6735653945073214,-0.24886479354895086,Критическая аномалия,озимая пшеница,122.07523777177595,74.91116117830138,-0.7782435879501544,устойчивое угнетение без явного погодного сигнала,1.63,Критическая аномалия: NDVI 0.42 против нормы 0.67 (z=-2.4) в течение 33 дн.; устойчивое угнетение без явного погодного сигнала
