anon_polygon_id,year,start,end,days,z_min,z_mean,ndvi_mean,clim_mean,drop_vs_norm,severity,crop_type,precip_30d,precip_30d_norm,temp_anom,cause,precip_ratio,comment
AOI-0004,2011,2011-06-27,2011-09-10,76,-3.8390580950142694,-1.9753744481457693,0.3290649720187278,0.49823660560190947,-0.16917163358318166,Критическая аномалия,озимая пшеница,68.86537682649274,37.500184350221296,-0.7078364266484247,устойчивое угнетение без явного погодного сигнала,1.84,Критическая аномалия: NDVI 0.33 против нормы 0.50 (z=-3.8) в течение 76 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0005,2010,2010-04-01,2010-08-14,136,-3.462281298309305,-2.4592387871742223,0.33313723416371854,0.5748695411103265,-0.24173230694660797,Критическая аномалия,озимая пшеница,52.178825439157755,57.458273864204536,1.0210459591144927,устойчивое угнетение без явного погодного сигнала,0.91,Критическая аномалия: NDVI 0.33 против нормы 0.57 (z=-3.5) в течение 136 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0055,2010,2010-04-06,2010-04-30,25,-3.4226145500966134,-2.472226310347976,0.33181669496840593,0.46312165778473896,-0.13130496281633303,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.33 против нормы 0.46 (z=-3.4) в течение 25 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0009,2024,2024-04-01,2024-06-05,66,-3.2751202669434245,-2.1389743638287015,0.2793768443316102,0.6232534862809805,-0.34387664194937034,Критическая аномалия,озимая пшеница,20.439950830664767,61.775081955343644,1.7821544725318097,дефицит осадков,0.33,Критическая аномалия: NDVI 0.28 против нормы 0.62 (z=-3.3) в течение 66 дн.; дефицит осадков
AOI-0056,2011,2011-04-02,2011-05-27,56,-3.269266242604228,-2.4090726633695416,0.3139666893099873,0.6374846009234476,-0.32351791161346033,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.31 против нормы 0.64 (z=-3.3) в течение 56 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0020,2023,2023-05-13,2023-06-15,34,-3.253468429060356,-2.0168572756333267,0.357381453399031,0.6510897486164747,-0.29370829521744374,Критическая аномалия,подсолнечник,93.55605021628567,71.43334371419411,-1.591701605719733,устойчивое угнетение без явного погодного сигнала,1.31,Критическая аномалия: NDVI 0.36 против нормы 0.65 (z=-3.3) в течение 34 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2010,2010-04-12,2010-05-24,43,-3.19439915432367,-1.9519796790383264,0.4796567193754403,0.6319278693791166,-0.1522711500036763,Критическая аномалия,озимая пшеница,77.12664397940347,72.72531123901166,-0.09316449424812345,устойчивое угнетение без явного погодного сигнала,1.06,Критическая аномалия: NDVI 0.48 против нормы 0.63 (z=-3.2) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0004,2015,2015-04-01,2015-04-17,17,-3.186974749086339,-1.857497093219138,0.20628528341759284,0.375767988605025,-0.1694827051874322,Критическая аномалия,озимая пшеница,74.57834396588142,47.67709579757789,-1.8739952405763816,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.56,"Критическая аномалия: NDVI 0.21 против нормы 0.38 (z=-3.2) в течение 17 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0055,2012,2012-04-04,2012-04-27,24,-3.1811166438236045,-2.14390022993097,0.34208527818738743,0.4667055395254011,-0.12462026133801368,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.34 против нормы 0.47 (z=-3.2) в течение 24 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0054,2017,2017-10-15,2017-10-30,16,-3.1703159637575773,-2.6319917245735,0.4110603013228736,0.613705248526469,-0.20264494720359544,Критическая аномалия,озимая пшеница,36.08149087308554,35.35347444236568,-0.11621207796859412,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.02,"Критическая аномалия: NDVI 0.41 против нормы 0.61 (z=-3.2) в течение 16 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0064,2021,2021-04-01,2021-06-13,74,-3.1470999353607976,-1.740681170684946,0.32868396401224875,0.6173446502494365,-0.28866068623718777,Критическая аномалия,озимая пшеница,121.36484780683027,76.12273160955486,-0.559232816334636,устойчивое угнетение без явного погодного сигнала,1.59,Критическая аномалия: NDVI 0.33 против нормы 0.62 (z=-3.1) в течение 74 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2010,2010-04-01,2010-06-08,69,-3.1380685127226906,-2.000054918627305,0.3067366743581014,0.6416401259749208,-0.3349034516168194,Критическая аномалия,озимая пшеница,80.31283311940622,63.04837542942777,-0.2370301041573269,устойчивое угнетение без явного погодного сигнала,1.27,Критическая аномалия: NDVI 0.31 против нормы 0.64 (z=-3.1) в течение 69 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0001,2011,2011-04-01,2011-06-06,67,-3.1258016306858725,-2.1101637279570933,0.2952704886687129,0.6141749453774832,-0.31890445670877027,Критическая аномалия,озимая пшеница,62.94011903066229,67.74595759374255,-1.543073968836798,устойчивое угнетение без явного погодного сигнала,0.93,Критическая аномалия: NDVI 0.30 против нормы 0.61 (z=-3.1) в течение 67 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0003,2022,2022-05-14,2022-06-22,40,-3.110461045391957,-2.122848169245638,0.2993912202956338,0.6557037196406952,-0.3563124993450614,Критическая аномалия,озимая пшеница,31.535729895513146,73.24130271234947,-0.5707525740591864,дефицит осадков,0.43,Критическая аномалия: NDVI 0.30 против нормы 0.66 (z=-3.1) в течение 40 дн.; дефицит осадков
AOI-0054,2018,2018-06-10,2018-07-19,40,-3.05795989588373,-1.54951242181372,0.7072824389498521,0.7958198492065699,-0.0885374102567178,Критическая аномалия,озимая пшеница,31.687399081041434,57.884965914121985,1.4182245451953495,дефицит осадков,0.55,Критическая аномалия: NDVI 0.71 против нормы 0.80 (z=-3.1) в течение 40 дн.; дефицит осадков
AOI-0005,2012,2012-07-11,2012-10-09,91,-3.004387925443944,-2.0458559834850876,0.22431731699104612,0.39806544977146435,-0.17374813278041823,Критическая аномалия,озимая пшеница,31.731865950494186,36.486765316834585,0.42555967331860073,устойчивое угнетение без явного погодного сигнала,0.87,Критическая аномалия: NDVI 0.22 против нормы 0.40 (z=-3.0) в течение 91 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0041,2021,2021-04-07,2021-05-01,25,-2.994157517021829,-2.3932378752288597,0.34439307108556044,0.5102644773358855,-0.1658714062503251,Критическая аномалия,зерновые,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.34 против нормы 0.51 (z=-3.0) в течение 25 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2021,2021-08-14,2021-08-26,13,-2.9843546340417024,-2.1748090006830663,0.39605426851704334,0.6354403388290121,-0.23938607031196873,Критическая аномалия,озимая пшеница,47.5297065413578,27.034931763591892,-0.7470954458586667,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.76,"Критическая аномалия: NDVI 0.40 против нормы 0.64 (z=-3.0) в течение 13 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0014,2022,2022-04-26,2022-06-07,43,-2.9733906900212217,-1.994386750848653,0.30479542781850116,0.6621460219474087,-0.3573505941289075,Критическая аномалия,озимая пшеница,50.72310086390455,73.86853147237214,-1.0789978396565012,устойчивое угнетение без явного погодного сигнала,0.69,Критическая аномалия: NDVI 0.30 против нормы 0.66 (z=-3.0) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0051,2016,2016-10-15,2016-10-24,10,-2.962951159160097,-2.2978901604016735,0.11189603799104997,0.3378789306056742,-0.22598289261462423,Критическая аномалия,озимая пшеница,,,,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",,"Критическая аномалия: NDVI 0.11 против нормы 0.34 (z=-3.0) в течение 10 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0058,2025,2025-05-05,2025-06-17,44,-2.938619183861039,-2.256208083909891,0.37262311099626994,0.7010119523156476,-0.3283888413193777,Критическая аномалия,озимая пшеница,57.71025834639169,79.05663028614407,-0.2107024956888684,устойчивое угнетение без явного погодного сигнала,0.73,Критическая аномалия: NDVI 0.37 против нормы 0.70 (z=-2.9) в течение 44 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0023,2023,2023-05-10,2023-06-10,32,-2.926783540210975,-1.8908154992951525,0.31574766145860667,0.6719143568690886,-0.35616669541048196,Критическая аномалия,подсолнечник,110.14285437840287,74.6281295135216,-1.6343823211615123,устойчивое угнетение без явного погодного сигнала,1.48,Критическая аномалия: NDVI 0.32 против нормы 0.67 (z=-2.9) в течение 32 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0037,2021,2021-04-01,2021-04-21,21,-2.9088356437829197,-2.075274560054669,0.21638509179773596,0.38952574995788314,-0.17314065816014718,Критическая аномалия,зерновые,67.51450837570718,34.98621548377658,-0.13922807512528504,устойчивое угнетение без явного погодного сигнала,1.93,Критическая аномалия: NDVI 0.22 против нормы 0.39 (z=-2.9) в течение 21 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0078,2017,2017-04-30,2017-06-19,51,-2.8920174250362685,-1.8474233965365712,0.3435943113097359,0.6470555333937419,-0.303461222084006,Критическая аномалия,озимая пшеница,89.8845657233709,70.0598044208009,-2.6015405481219074,устойчивое угнетение без явного погодного сигнала,1.28,Критическая аномалия: NDVI 0.34 против нормы 0.65 (z=-2.9) в течение 51 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0007,2018,2018-04-01,2018-06-21,82,-2.881427293631397,-1.61586576996063,0.23744060000643483,0.5384242805257976,-0.30098368051936275,Критическая аномалия,озимая пшеница,21.321256556193546,63.233452339685265,1.1207472924719486,дефицит осадков,0.34,Критическая аномалия: NDVI 0.24 против нормы 0.54 (z=-2.9) в течение 82 дн.; дефицит осадков
AOI-0058,2010,2010-04-01,2010-05-23,53,-2.8607618319686234,-1.7466904489972177,0.30378846815872435,0.6197068597365418,-0.3159183915778175,Критическая аномалия,озимая пшеница,65.81348106544999,67.9236016835115,-0.25994672921025463,устойчивое угнетение без явного погодного сигнала,0.97,Критическая аномалия: NDVI 0.30 против нормы 0.62 (z=-2.9) в течение 53 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0018,2019,2019-05-01,2019-06-29,60,-2.8296841568828093,-2.1924681990335406,0.32116148517263104,0.6644956670324758,-0.3433341818598447,Критическая аномалия,озимая пшеница,34.63632634774925,69.1867909010463,1.991736153330598,дефицит осадков,0.5,Критическая аномалия: NDVI 0.32 против нормы 0.66 (z=-2.8) в течение 60 дн.; дефицит осадков
AOI-0030,2019,2019-09-13,2019-09-25,13,-2.815937963136905,-1.994571888378541,0.4573903919483447,0.6001729152999714,-0.14278252335162672,Критическая аномалия,озимая пшеница,30.820377023780964,39.3312089046068,-0.24683410433258038,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",0.78,"Критическая аномалия: NDVI 0.46 против нормы 0.60 (z=-2.8) в течение 13 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0066,2025,2025-04-09,2025-06-11,64,-2.806256836981903,-1.7382829556396056,0.3320820153771716,0.675867698924361,-0.34378568354718947,Критическая аномалия,озимая пшеница,88.42072774138026,78.9017093352757,-0.8807144355033691,устойчивое угнетение без явного погодного сигнала,1.12,Критическая аномалия: NDVI 0.33 против нормы 0.68 (z=-2.8) в течение 64 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0053,2025,2025-06-02,2025-09-13,104,-2.7950472234541754,-1.9823334262051102,0.2088978370603769,0.44365233653587044,-0.23475449947549354,Критическая аномалия,озимая пшеница,35.17265508093154,47.27827921955728,0.042818331025765696,устойчивое угнетение без явного погодного сигнала,0.74,Критическая аномалия: NDVI 0.21 против нормы 0.44 (z=-2.8) в течение 104 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0009,2013,2013-04-01,2013-06-08,69,-2.786789801513278,-1.936092038582364,0.29340618504411026,0.6285509451412139,-0.33514476009710364,Критическая аномалия,озимая пшеница,27.127494007359903,61.48313055532514,1.508080460199953,дефицит осадков,0.44,Критическая аномалия: NDVI 0.29 против нормы 0.63 (z=-2.8) в течение 69 дн.; дефицит осадков
AOI-0054,2025,2025-07-17,2025-08-06,21,-2.781237575941718,-1.8246676032306033,0.6526250995388319,0.7599961354644135,-0.10737103592558161,Критическая аномалия,озимая пшеница,13.587205478124023,37.680989746401536,1.2467010925860686,дефицит осадков,0.36,Критическая аномалия: NDVI 0.65 против нормы 0.76 (z=-2.8) в течение 21 дн.; дефицит осадков
AOI-0074,2019,2019-04-02,2019-04-13,12,-2.7765752757397717,-1.9659845379469179,0.007065737527847505,0.22465120384598938,-0.21758546631814188,Критическая аномалия,озимая пшеница,69.56312508132919,47.02352660427305,-0.5299679295111015,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.48,"Критическая аномалия: NDVI 0.01 против нормы 0.22 (z=-2.8) в течение 12 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0039,2015,2015-04-07,2015-04-24,18,-2.7662929921370423,-1.984989361496202,0.38252210997121117,0.5567467995885043,-0.1742246896172931,Критическая аномалия,зерновые,,,,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",,"Критическая аномалия: NDVI 0.38 против нормы 0.56 (z=-2.8) в течение 18 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0022,2024,2024-04-29,2024-07-01,64,-2.764993423292482,-1.9759125871632477,0.24074851546609782,0.6265979053211754,-0.3858493898550776,Критическая аномалия,подсолнечник,20.856179068820868,68.93195730366527,1.052171384548622,дефицит осадков,0.3,Критическая аномалия: NDVI 0.24 против нормы 0.63 (z=-2.8) в течение 64 дн.; дефицит осадков
AOI-0010,2015,2015-04-06,2015-07-12,98,-2.74734418213373,-1.7190811142076594,0.27084003816106067,0.49691138875644203,-0.22607135059538136,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.27 против нормы 0.50 (z=-2.7) в течение 98 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0012,2015,2015-04-06,2015-05-25,50,-2.7386850104853027,-1.823436231770663,0.3018041919731185,0.5612230603641657,-0.2594188683910472,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.30 против нормы 0.56 (z=-2.7) в течение 50 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0023,2010,2010-05-14,2010-06-15,33,-2.728722673578002,-1.8246655663988463,0.3473587415956192,0.6777339664073658,-0.33037522481174664,Критическая аномалия,подсолнечник,96.59715406816544,73.30230692725559,0.64197062888485,устойчивое угнетение без явного погодного сигнала,1.32,Критическая аномалия: NDVI 0.35 против нормы 0.68 (z=-2.7) в течение 33 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0036,2021,2021-04-01,2021-05-08,38,-2.7281793674561237,-2.0760210255337044,0.2535377565059773,0.4289049845284154,-0.1753672280224381,Критическая аномалия,пастбища/зерновые,79.5440387567179,46.28639369162074,-0.11608240131501822,устойчивое угнетение без явного погодного сигнала,1.72,Критическая аномалия: NDVI 0.25 против нормы 0.43 (z=-2.7) в течение 38 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0013,2010,2010-07-29,2010-10-25,89,-2.70444901803488,-2.221522074209393,0.25203766244559606,0.46128878628849,-0.20925112384289396,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.25 против нормы 0.46 (z=-2.7) в течение 89 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0015,2023,2023-04-26,2023-06-12,48,-2.6995576356780773,-1.8105905623902376,0.29708068555526884,0.6096478860107474,-0.31256720045547853,Критическая аномалия,озимая пшеница,110.39937735307649,75.42420518059029,-1.6196084017321108,устойчивое угнетение без явного погодного сигнала,1.46,Критическая аномалия: NDVI 0.30 против нормы 0.61 (z=-2.7) в течение 48 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2020,2020-04-22,2020-06-03,43,-2.6894946525658634,-1.5651004074151926,0.6237147044852863,0.7275259363958757,-0.10381123191058939,Критическая аномалия,озимая пшеница,86.49301613955429,78.22235610120484,-1.5337384476715488,устойчивое угнетение без явного погодного сигнала,1.11,Критическая аномалия: NDVI 0.62 против нормы 0.73 (z=-2.7) в течение 43 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2025,2025-06-01,2025-06-29,29,-2.6855544218340093,-1.8700938297922327,0.33659924393276713,0.586314417947927,-0.2497151740151599,Критическая аномалия,озимая пшеница,56.82078078416,62.343411685789924,-1.1578240778233477,устойчивое угнетение без явного погодного сигнала,0.91,Критическая аномалия: NDVI 0.34 против нормы 0.59 (z=-2.7) в течение 29 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0054,2021,2021-04-01,2021-05-01,31,-2.666688172129223,-1.8966777876127519,0.42451042585153537,0.5919618815233733,-0.1674514556718379,Критическая аномалия,озимая пшеница,106.5786556090131,59.33583197826458,-1.3233217768840198,устойчивое угнетение без явного погодного сигнала,1.8,Критическая аномалия: NDVI 0.42 против нормы 0.59 (z=-2.7) в течение 31 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0004,2021,2021-08-09,2021-08-18,10,-2.656437974911327,-1.9562224892376403,0.291373225135013,0.4692712407856434,-0.1778980156506304,Критическая аномалия,озимая пшеница,55.65707773408506,29.062441991038156,-0.2457033449398903,"краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)",1.92,"Критическая аномалия: NDVI 0.29 против нормы 0.47 (z=-2.7) в течение 10 дн.; краткое отклонение, погодой не объясняется (вероятно агрооперация или ошибка данных)"
AOI-0002,2020,2020-04-12,2020-06-02,52,-2.6511360845424714,-1.601243137386412,0.39343662556451764,0.6483767899349542,-0.25494016437043654,Критическая аномалия,озимая пшеница,79.64496474482124,73.66703850555258,-1.5322464352697656,устойчивое угнетение без явного погодного сигнала,1.08,Критическая аномалия: NDVI 0.39 против нормы 0.65 (z=-2.7) в течение 52 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0017,2025,2025-06-15,2025-10-17,125,-2.6449553158737253,-2.0633687415670807,0.23520002228828593,0.49226785860581324,-0.2570678363175273,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.24 против нормы 0.49 (z=-2.6) в течение 125 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2024,2024-04-01,2024-06-02,63,-2.636485147745965,-1.8497617425212587,0.32910397834030003,0.6441424276073885,-0.31503844926708846,Критическая аномалия,озимая пшеница,20.789498034800094,63.23589275147866,1.7886918747978184,дефицит осадков,0.33,Критическая аномалия: NDVI 0.33 против нормы 0.64 (z=-2.6) в течение 63 дн.; дефицит осадков
AOI-0004,2013,2013-04-30,2013-06-15,47,-2.626030984889818,-1.754561210331082,0.5396733636093323,0.6910403665031795,-0.1513670028938472,Критическая аномалия,озимая пшеница,50.764086567600955,76.7536554766805,1.8841412518470513,устойчивое угнетение без явного погодного сигнала,0.66,Критическая аномалия: NDVI 0.54 против нормы 0.69 (z=-2.6) в течение 47 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0005,2013,2013-05-30,2013-08-04,67,-2.609043233365847,-2.0528411353022555,0.3667789575906646,0.5787114069900213,-0.21193244939935674,Критическая аномалия,озимая пшеница,48.0158364116326,53.46811844864252,-0.07269338277839173,устойчивое угнетение без явного погодного сигнала,0.9,Критическая аномалия: NDVI 0.37 против нормы 0.58 (z=-2.6) в течение 67 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0028,2019,2019-04-25,2019-06-25,62,-2.6060659335555862,-1.6060403536554395,0.22744633778718515,0.6060374018633953,-0.3785910640762101,Критическая аномалия,озимая пшеница,43.36703584495493,73.50696414636137,1.8557955259450198,дефицит осадков,0.59,Критическая аномалия: NDVI 0.23 против нормы 0.61 (z=-2.6) в течение 62 дн.; дефицит осадков
AOI-0075,2021,2021-06-28,2021-08-30,64,-2.6034544203869343,-1.9512026740211668,0.23431149981828336,0.5662266254118502,-0.33191512559356684,Критическая аномалия,озимая пшеница,60.00328117031173,55.774295562810565,1.2326182617919033,устойчивое угнетение без явного погодного сигнала,1.08,Критическая аномалия: NDVI 0.23 против нормы 0.57 (z=-2.6) в течение 64 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0054,2010,2010-04-01,2010-05-16,46,-2.5997573786564288,-1.6201928971742223,0.5371508899658165,0.6606752862505791,-0.12352439628476264,Критическая аномалия,озимая пшеница,59.21877817531858,65.89545194091541,-0.39610729449218834,устойчивое угнетение без явного погодного сигнала,0.9,Критическая аномалия: NDVI 0.54 против нормы 0.66 (z=-2.6) в течение 46 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0011,2013,2013-04-01,2013-06-05,66,-2.594622262885128,-1.9565548963683628,0.3002149136227611,0.6409959506937676,-0.3407810370710065,Критическая аномалия,озимая пшеница,26.124390450368782,62.91778599736192,1.499696471792539,дефицит осадков,0.42,Критическая аномалия: NDVI 0.30 против нормы 0.64 (z=-2.6) в течение 66 дн.; дефицит осадков
AOI-0037,2020,2020-04-18,2020-05-26,39,-2.5876457734896188,-1.7349586995820319,0.3978735536028496,0.5226716337557074,-0.12479808015285776,Критическая аномалия,зерновые,81.49414059203625,52.34016806962087,-1.830569351904691,устойчивое угнетение без явного погодного сигнала,1.56,Критическая аномалия: NDVI 0.40 против нормы 0.52 (z=-2.6) в течение 39 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0030,2011,2011-04-01,2011-05-19,49,-2.561543425187623,-1.8196018959548483,0.41117413074560055,0.5613809490538774,-0.1502068183082768,Критическая аномалия,озимая пшеница,58.2418184998766,65.67365014341304,-1.9946339609531358,устойчивое угнетение без явного погодного сигнала,0.89,Критическая аномалия: NDVI 0.41 против нормы 0.56 (z=-2.6) в течение 49 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0038,2015,2015-04-01,2015-05-29,59,-2.5472627909341528,-2.1509297207154923,0.20337849396896182,0.4285716559716657,-0.22519316200270387,Критическая аномалия,зерновые,38.53071427416502,46.120632448470865,-0.851809663385884,устойчивое угнетение без явного погодного сигнала,0.84,Критическая аномалия: NDVI 0.20 против нормы 0.43 (z=-2.5) в течение 59 дн.; устойчивое угнетение без явного погодного сигнала
AOI-0010,2021,2021-04-02,2021-06-21,81,-2.541152254748001,-2.003050366350078,0.32178203515888765,0.5824535593842263,-0.2606715242253386,Критическая аномалия,озимая пшеница,,,,устойчивое угнетение без явного погодного сигнала,,Критическая аномалия: NDVI 0.32 против нормы 0.58 (z=-2.5) в течение 81 дн.; устойчивое угнетение без явного погодного сигнала
